"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,3.49609503434235,0.287,0.042,0,"2","TGFB1"
0,2.46855541363856,0.2,0.061,0,"2","BRD9"
0,2.15999459681611,0.355,0.132,0,"2","AAK1"
0,2.0351702649425,0.318,0.142,0,"2","AC114760.2"
0,1.88175187698744,0.303,0.117,0,"2","LTB"
0,1.73677908467258,0.496,0.293,0,"2","AC058791.1"
0,1.63836780225187,0.297,0.184,0,"2","C1orf56"
0,1.59487672666788,0.206,0.121,0,"2","CDV3"
0,1.47488743119386,0.221,0.121,0,"2","PRMT9"
0,1.45809742843641,0.228,0.116,0,"2","CRYBG1"
0,1.45647773107066,0.261,0.139,0,"2","SOCS1"
0,1.44770979775251,0.218,0.093,0,"2","SCAND1"
0,1.43418179247288,0.312,0.174,0,"2","LINC00513"
0,1.34796122676294,0.219,0.125,0,"2","RCAN3"
0,1.34171352524528,0.213,0.123,0,"2","IKZF1"
0,1.3416284068382,0.253,0.153,0,"2","SMCHD1"
0,1.34128574928672,0.403,0.246,0,"2","CD3G"
0,1.31030724368771,0.307,0.188,0,"2","ARGLU1"
0,1.29140279884128,0.297,0.173,0,"2","KTN1"
0,1.27168519030814,0.415,0.186,0,"2","MIF"
0,1.2521175861815,0.203,0.126,0,"2","ODC1"
0,1.24359272043911,0.266,0.18,0,"2","AC245297.3"
0,1.23410456697614,0.269,0.15,0,"2","C16orf54"
0,1.17319418991764,0.297,0.176,0,"2","RNF125"
0,1.16158449751394,0.345,0.228,0,"2","PDE4B"
0,1.15971453056843,0.21,0.133,0,"2","RNF213"
0,1.15431898235817,0.24,0.152,0,"2","AC026979.2"
0,1.12003855656063,0.253,0.187,0,"2","HIST1H4C"
0,1.11244091332322,0.304,0.223,0,"2","ETS1"
0,1.09541111977841,0.362,0.288,0,"2","TSPYL2"
0,1.08596396604843,0.235,0.15,0,"2","GTF3A"
0,1.08223507385329,0.25,0.165,0,"2","ANKRD28"
0,1.06880367029288,0.383,0.287,0,"2","LRRFIP1"
0,1.06738521288278,0.253,0.174,0,"2","PDE4D"
0,1.05074230429219,0.233,0.167,0,"2","EIF5A"
0,1.05069343596276,0.29,0.225,0,"2","FOXP1"
0,1.04228976722492,0.391,0.29,0,"2","FNBP1"
0,0.996792094403393,0.461,0.329,0,"2","IDS"
0,0.996269612067427,0.992,0.779,0,"2","RPL13"
0,0.993808478234417,0.387,0.253,0,"2","MT-ND4L"
0,0.986288243788395,0.28,0.221,0,"2","CHD1"
0,0.982656803959063,0.28,0.21,0,"2","EPC1"
5.06261699229071e-14,0.981649846976697,0.27,0.237,1.69790048687446e-09,"2","CDC42SE1"
0,0.979469860973579,0.402,0.305,0,"2","CNOT6L"
0,0.936159577012667,0.933,0.897,0,"2","MT-ND1"
0,0.934069641694659,0.515,0.403,0,"2","PPP2R5C"
2.20801155137451e-12,0.926976289860286,0.308,0.288,7.40522914099984e-08,"2","TRA2A"
0,0.922026332535259,0.206,0.158,0,"2","SLC7A5"
0,0.921083178473864,0.538,0.345,0,"2","KLRB1"
0,0.904862663264607,0.254,0.204,0,"2","TNRC6B"
0,0.904538317983064,0.333,0.249,0,"2","ANKRD12"
0,0.90374990899105,0.356,0.272,0,"2","RORA"
0,0.88702407780508,0.315,0.232,0,"2","H2AFV"
0,0.886510957363989,0.28,0.226,0,"2","DDX6"
8.69710188311501e-08,0.87773111939743,0.208,0.187,0.00291683402955911,"2","EIF3J"
0,0.871206714125074,0.349,0.312,0,"2","SET"
0,0.86288678155435,0.232,0.169,0,"2","EMB"
0,0.850762929749209,0.207,0.067,0,"2","MTRNR2L12"
0,0.845638311645008,0.211,0.161,0,"2","FAM107B"
1.65867319878998e-13,0.844761608228378,0.28,0.249,5.56285817410185e-09,"2","EIF5B"
0,0.828020898327825,0.392,0.304,0,"2","RUNX3"
0,0.827016030581608,0.218,0.163,0,"2","CCDC85B"
0,0.814650257142137,0.701,0.564,0,"2","CALM1"
0,0.810163301326722,0.482,0.372,0,"2","LINC01871"
0,0.80799775273713,0.386,0.322,0,"2","FAM133B"
0,0.807961711826634,0.977,0.963,0,"2","MT-ND2"
0,0.798491173481503,0.302,0.214,0,"2","COTL1"
0,0.78529191821938,0.995,0.98,0,"2","RPS29"
0,0.784017189121515,0.646,0.614,0,"2","PPP1CB"
0,0.781109136189909,0.259,0.215,0,"2","JAK1"
0,0.779818097844173,0.256,0.197,0,"2","ODF2L"
2.95741209299649e-12,0.779417357925842,0.234,0.199,9.91856867749163e-08,"2","DEK"
0,0.756774960303627,0.424,0.35,0,"2","EML4"
0,0.733433100643198,0.67,0.58,0,"2","JUND"
7.87656895262501e-09,0.732273514681405,0.254,0.229,0.000264164369533137,"2","DHX36"
0,0.726827943663963,0.496,0.396,0,"2","STK17B"
0,0.726113786203865,0.97,0.969,0,"2","MT-CO3"
0,0.723903611638724,0.258,0.207,0,"2","CEMIP2"
0,0.72251442762572,0.949,0.93,0,"2","MT-ATP6"
0,0.715384460572475,0.282,0.234,0,"2","PLK3"
0.000111723061776203,0.714463076252317,0.249,0.237,1,"2","MECP2"
7.72648611757631e-12,0.704840089950325,0.301,0.269,2.59130891411274e-07,"2","PRPF38B"
7.78491433917061e-06,0.704759837369127,0.368,0.37,0.261090457107104,"2","FOSL2"
0,0.70038993596564,0.969,0.962,0,"2","MT-CO2"
0,0.695805450160129,0.905,0.698,0,"2","ZFP36L2"
0,0.694674633157243,0.645,0.559,0,"2","CRIP1"
5.21331200431518e-10,0.692178442096367,0.322,0.3,1.74844058000723e-05,"2","TOB1"
1.75045067329904e-09,0.690642253295096,0.226,0.195,5.87066146811033e-05,"2","RALGAPA1"
0,0.688664604308372,0.27,0.221,0,"2","JTB"
7.81392539890291e-05,0.688326133763682,0.236,0.223,1,"2","C6orf62"
1.71702874141033e-10,0.680202702658366,0.28,0.249,5.75857099294197e-06,"2","SEPT6"
1.05971869501786e-07,0.677502838472159,0.219,0.196,0.00355408455935091,"2","SPRY1"
0,0.672119146683968,0.929,0.914,0,"2","RPS21"
0,0.660617872614163,0.441,0.358,0,"2","HMGN1"
0,0.650116881227096,0.683,0.536,0,"2","PPDPF"
0.0119741515582659,0.649950157254344,0.216,0.212,1,"2","PSMA3-AS1"
1.88493665120859e-12,0.647850987561563,0.267,0.229,6.32170054082337e-08,"2","SVIP"
3.22558186027777e-06,0.645077384703855,0.261,0.245,0.108179564429996,"2","MTDH"
6.97283690724859e-05,0.64284289828277,0.311,0.309,1,"2","SRSF6"
6.00468563760614e-11,0.642123801347533,0.237,0.204,2.01385146914035e-06,"2","ISCU"
0,8.28936242308658,0.318,0.004,0,"15","ACKR1"
0,8.25821774901057,0.341,0.002,0,"15","CCL14"
0,7.90834837752972,0.315,0.002,0,"15","VWF"
0,7.86521944418609,0.392,0.003,0,"15","ADGRL4"
0,7.43113111093915,0.217,0.002,0,"15","CXorf36"
0,7.3126759088937,0.54,0.008,0,"15","EMCN"
0,7.30545176167003,0.418,0.006,0,"15","PLVAP"
0,7.10957186206047,0.472,0.008,0,"15","AQP1"
0,6.96986288991305,0.343,0.006,0,"15","FLT1"
0,6.83100078781209,0.256,0.004,0,"15","CYYR1"
0,6.79707009489716,0.274,0.006,0,"15","CLEC14A"
0,6.78089011618348,0.296,0.004,0,"15","TSPAN7"
0,6.63564332716632,0.25,0.003,0,"15","NRN1"
0,6.57300894334107,0.476,0.012,0,"15","LIFR"
0,6.56490855557194,0.255,0.006,0,"15","RAMP3"
0,6.44182894775739,0.217,0.003,0,"15","TM4SF18"
0,6.37851483005622,0.373,0.01,0,"15","EGFL7"
0,6.34733124314597,0.242,0.004,0,"15","CLDN5"
0,6.21776991210119,0.363,0.006,0,"15","ECSCR"
0,6.12532914209791,0.246,0.006,0,"15","ESAM"
0,5.74509632764536,0.221,0.007,0,"15","CALCRL"
0,5.64223480115272,0.754,0.097,0,"15","TM4SF1"
0,5.58340432044855,0.446,0.035,0,"15","RAMP2"
0,5.29724275882458,0.561,0.034,0,"15","A2M"
0,5.2967552574878,0.381,0.039,0,"15","ENPP2"
0,5.22242158651291,0.393,0.016,0,"15","LMCD1"
0,5.17768764931468,0.336,0.017,0,"15","THBD"
0,5.16119899329837,0.263,0.017,0,"15","TMEM88"
0,5.15037309757511,0.234,0.015,0,"15","ABCG2"
0,5.12401594940668,0.514,0.039,0,"15","CAVIN2"
0,5.10231931438496,0.206,0.006,0,"15","HLA-DRB5"
0,4.97488709245713,0.289,0.019,0,"15","JAM2"
0,4.90611005760012,0.507,0.024,0,"15","PCAT19"
0,4.89631277001787,0.207,0.01,0,"15","PODXL"
0,4.87015524827192,0.29,0.014,0,"15","PALMD"
0,4.86195836388011,0.873,0.141,0,"15","IFI27"
0,4.80847412046526,0.213,0.018,0,"15","RND1"
0,4.69825667221492,0.256,0.019,0,"15","LEPR"
0,4.67269963581453,0.419,0.038,0,"15","LDB2"
0,4.66551959884908,0.21,0.01,0,"15","FAM107A"
0,4.54799846773533,0.23,0.017,0,"15","NNMT"
0,4.5388398896408,0.226,0.029,0,"15","HYAL2"
0,4.47730721914851,0.331,0.046,0,"15","SLC9A3R2"
0,4.45117976579861,0.353,0.056,0,"15","INSR"
0,4.41690416132776,0.215,0.016,0,"15","ARHGAP29"
0,4.3777834195721,0.211,0.026,0,"15","RCAN1"
0,4.36378142672141,0.398,0.041,0,"15","MEF2C"
0,4.2849488635222,0.267,0.023,0,"15","APOLD1"
0,4.28310422366027,0.383,0.032,0,"15","BCAM"
0,4.24789193646994,0.669,0.09,0,"15","CAV1"
0,4.22326503924124,0.249,0.029,0,"15","HBEGF"
0,4.19694793393146,0.262,0.039,0,"15","GJA1"
0,4.15908555817471,0.211,0.024,0,"15","CD200"
0,4.09468358881379,0.245,0.017,0,"15","CD93"
0,4.07313856986042,0.271,0.025,0,"15","PECAM1"
0,3.99266240874389,0.693,0.114,0,"15","GNG11"
0,3.97792906304917,0.218,0.029,0,"15","IL33"
0,3.92488347329831,0.271,0.025,0,"15","SOX17"
0,3.87997682203774,0.338,0.063,0,"15","ID1"
0,3.86379927177516,0.265,0.035,0,"15","CAV2"
0,3.82537099168149,0.36,0.053,0,"15","RDX"
0,3.70341168862942,0.709,0.184,0,"15","TSC22D1"
0,3.66778036334306,0.564,0.126,0,"15","EMP1"
0,3.61260513788319,0.446,0.059,0,"15","MGST2"
0,3.57596434789025,0.209,0.036,0,"15","RBP7"
0,3.57209836746148,0.29,0.044,0,"15","TNFSF10"
0,3.56826843279736,0.241,0.037,0,"15","PDK4"
0,3.56612666171567,0.283,0.054,0,"15","ENG"
0,3.55024878125875,0.23,0.042,0,"15","DLC1"
0,3.495455705696,0.232,0.04,0,"15","CTNNAL1"
0,3.49315999563402,0.224,0.022,0,"15","SNCG"
0,3.45001506826937,0.27,0.052,0,"15","CD34"
0,3.42335993001666,0.415,0.086,0,"15","ETS2"
0,3.4148111656246,0.27,0.041,0,"15","TSHZ2"
0,3.40635119144272,0.378,0.076,0,"15","NPDC1"
0,3.32220545037686,0.305,0.057,0,"15","LPAR6"
0,3.24351180850457,0.206,0.044,0,"15","CD320"
0,3.18775622972436,0.37,0.077,0,"15","CRIP2"
0,3.12421690461181,0.236,0.052,0,"15","TCIM"
0,3.08039395944616,0.201,0.044,0,"15","TJP1"
0,3.05069640966606,0.223,0.04,0,"15","KIAA0355"
0,3.04626880195265,0.402,0.095,0,"15","TCF4"
0,3.03694331745232,0.675,0.12,0,"15","HLA-DRB1"
0,3.02965340077723,0.22,0.04,0,"15","ELK3"
0,3.02316104319628,0.233,0.042,0,"15","PLK2"
0,3.01796667046672,0.238,0.057,0,"15","FAM198B"
0,2.91288325987881,0.368,0.071,0,"15","NFIB"
0,2.90709678622252,0.377,0.086,0,"15","SPTBN1"
0,2.88507576341532,0.38,0.072,0,"15","MTRNR2L12"
0,2.87124335849354,0.212,0.043,0,"15","EHD4"
0,2.85820349271352,0.224,0.057,0,"15","SLC25A25"
0,2.85312732702048,0.219,0.041,0,"15","MTRNR2L8"
0,2.84179986070219,0.445,0.042,0,"15","RNASE1"
0,2.83452126757465,0.284,0.061,0,"15","S100A16"
0,2.833163728105,0.633,0.222,0,"15","SOCS3"
0,2.80804912099909,0.467,0.192,0,"15","SPRY1"
0,2.75961760155717,0.317,0.061,0,"15","HLA-DMA"
0,2.75282431358983,0.424,0.124,0,"15","APP"
0,2.74752152550165,0.2,0.04,0,"15","MT1E"
0,2.74060485377869,0.228,0.068,0,"15","PLAT"
0,6.75851431731721,0.207,0.002,0,"17","LYPD1"
0,6.16624891435204,0.326,0.01,0,"17","MMP7"
0,5.35929973570296,0.254,0.005,0,"17","KRT7"
0,5.0945877065687,0.204,0.007,0,"17","EDN1"
0,5.07550665754567,0.399,0.014,0,"17","MSLN"
0,4.96916461978545,0.235,0.008,0,"17","S100A1"
0,4.96328406005424,0.374,0.02,0,"17","TACSTD2"
0,4.86878777872692,0.58,0.024,0,"17","C19orf33"
0,4.81767386503131,0.367,0.014,0,"17","DAPL1"
0,4.1866353288486,0.248,0.012,0,"17","EHF"
0,4.18625247862381,0.284,0.013,0,"17","UGT2B7"
