cluster,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
"B_Plasma_like__B_harmony_patient__0",1.43822974841883e-67,7.09964473638299,0.656,0.012,2.64519215329191e-63,"VPREB3"
"B_Plasma_like__B_harmony_patient__0",8.90330512061064e-44,6.45556309329283,0.45,0.01,1.63749587778271e-39,"FCMR"
"B_Plasma_like__B_harmony_patient__0",5.73587768307589e-21,6.09591587015767,0.221,0.005,1.05494262347132e-16,"TNFRSF13B"
"B_Plasma_like__B_harmony_patient__0",8.27398170022319e-28,5.6428559850879,0.313,0.012,1.52175071430505e-23,"HVCN1"
"B_Plasma_like__B_harmony_patient__0",7.53743767156661e-60,5.51697168992418,0.649,0.033,1.38628553655453e-55,"BANK1"
"B_Plasma_like__B_harmony_patient__0",5.35039619454599e-23,5.03547862839059,0.282,0.017,9.84044868100899e-19,"PAX5"
"B_Plasma_like__B_harmony_patient__0",6.61603258728148e-20,4.69682534423589,0.229,0.01,1.21682071345281e-15,"CD19"
"B_Plasma_like__B_harmony_patient__0",1.76879455251294e-70,4.27915189370287,0.802,0.057,3.2531669409818e-66,"MS4A1"
"B_Plasma_like__B_harmony_patient__0",1.45174533322518e-53,3.64223918389498,0.695,0.064,2.67005001686775e-49,"CD79B"
"B_Plasma_like__B_harmony_patient__0",2.84475999575132e-42,3.61661556373714,0.58,0.057,5.23208258418583e-38,"TNFRSF13C"
"B_Plasma_like__B_harmony_patient__0",2.42150639639186e-29,3.54850386973585,0.427,0.043,4.45363456424391e-25,"ARHGAP24"
"B_Plasma_like__B_harmony_patient__0",1.69067998750896e-15,3.51321596499013,0.244,0.029,3.10949863302648e-11,"CD22"
"B_Plasma_like__B_harmony_patient__0",1.40156453875476e-22,3.49675703912757,0.328,0.033,2.57775749967775e-18,"P2RX5"
"B_Plasma_like__B_harmony_patient__0",1.44517814939148e-24,3.1717569756441,0.443,0.076,2.65797165236082e-20,"RCSD1"
"B_Plasma_like__B_harmony_patient__0",1.09569456865475e-60,3.11415109551457,0.87,0.11,2.01520145066981e-56,"CD79A"
"B_Plasma_like__B_harmony_patient__0",2.01384803816689e-11,2.96734590336004,0.214,0.036,3.70386931179654e-07,"BCAS4"
"B_Plasma_like__B_harmony_patient__0",1.87835070475608e-14,2.8976794156721,0.244,0.033,3.45466261618739e-10,"PARP15"
"B_Plasma_like__B_harmony_patient__0",2.68129849858368e-11,2.86469199807768,0.244,0.053,4.9314441985951e-07,"GNG7"
"B_Plasma_like__B_harmony_patient__0",1.09571073723451e-16,2.8150729070474,0.313,0.053,2.01523118792171e-12,"ZBP1"
"B_Plasma_like__B_harmony_patient__0",3.67102151759865e-17,2.78963190185504,0.29,0.038,6.75174277516744e-13,"TMEM154"
"B_Plasma_like__B_harmony_patient__0",5.89020520874401e-12,2.72884091244581,0.221,0.036,1.0833265419922e-07,"KIAA0040"
"B_Plasma_like__B_harmony_patient__0",1.29294929007877e-22,2.71982726393876,0.405,0.064,2.37799233431287e-18,"SP140"
"B_Plasma_like__B_harmony_patient__0",8.71169522082969e-10,2.619836148288,0.26,0.072,1.602254985015e-05,"LYSMD2"
"B_Plasma_like__B_harmony_patient__0",9.81769806478207e-20,2.59955040429434,0.427,0.093,1.80567102807472e-15,"POU2F2"
"B_Plasma_like__B_harmony_patient__0",4.29716399950035e-27,2.55252475373566,0.557,0.117,7.90334402788104e-23,"SELL"
"B_Plasma_like__B_harmony_patient__0",7.33437005376724e-19,2.55012471604611,0.351,0.057,1.34893734028887e-14,"RALGPS2"
"B_Plasma_like__B_harmony_patient__0",3.53503650402065e-11,2.54370381583624,0.275,0.069,6.50163913819478e-07,"RASGRP2"
"B_Plasma_like__B_harmony_patient__0",2.17760836914992e-16,2.539884659535,0.351,0.072,4.00505731254054e-12,"ADAM28"
"B_Plasma_like__B_harmony_patient__0",6.00366615661281e-18,2.51950294749745,0.405,0.091,1.10419427952423e-13,"IFIT2"
"B_Plasma_like__B_harmony_patient__0",1.04258204713568e-18,2.47013098972701,0.389,0.076,1.91751690109194e-14,"SMIM14"
"B_Plasma_like__B_harmony_patient__0",2.914256858228e-13,2.44892434081637,0.275,0.053,5.35990121365294e-09,"RPA3"
"B_Plasma_like__B_harmony_patient__0",2.02363621522468e-08,2.42781813993591,0.229,0.064,0.000372187172704123,"TMEM156"
"B_Plasma_like__B_harmony_patient__0",1.66341052983354e-39,2.42117069285076,0.809,0.193,3.05934464646984e-35,"KLF2"
"B_Plasma_like__B_harmony_patient__0",1.48041698133097e-16,2.41018662038178,0.351,0.072,2.72278291206392e-12,"ORAI2"
"B_Plasma_like__B_harmony_patient__0",2.65042665622613e-30,2.39629831333152,0.672,0.167,4.8746647061311e-26,"IFIT3"
"B_Plasma_like__B_harmony_patient__0",1.93711285131781e-11,2.3733806645338,0.252,0.053,3.56273795614372e-07,"PDE7A"
"B_Plasma_like__B_harmony_patient__0",1.68881620163853e-38,2.36918668092591,0.809,0.239,3.10607075805359e-34,"LTB"
"B_Plasma_like__B_harmony_patient__0",1.60445479255076e-20,2.31973993842989,0.389,0.067,2.95091325445935e-16,"CCR7"
"B_Plasma_like__B_harmony_patient__0",2.95161485325311e-43,2.25835784000931,0.939,0.501,5.42861003810311e-39,"CD37"
"B_Plasma_like__B_harmony_patient__0",2.76849479426948e-16,2.2389254022079,0.435,0.124,5.09181562562043e-12,"CD69"
"B_Plasma_like__B_harmony_patient__0",1.14048015215034e-10,2.21610143121388,0.29,0.079,2.09757109583491e-06,"BLK"
"B_Plasma_like__B_harmony_patient__0",1.40800926434707e-27,2.18358088812776,0.656,0.174,2.58961063898714e-23,"PPM1K"
"B_Plasma_like__B_harmony_patient__0",4.58832990382357e-11,2.14895681999301,0.229,0.043,8.4388563591123e-07,"DDX60"
"B_Plasma_like__B_harmony_patient__0",5.82421011737015e-29,2.10513485248735,0.832,0.389,1.07118872478672e-24,"ISG20"
"B_Plasma_like__B_harmony_patient__0",2.2093411975185e-17,2.08844818015399,0.466,0.131,4.06342033047602e-13,"RIPOR2"
"B_Plasma_like__B_harmony_patient__0",1.37949198879528e-36,2.08613542512116,0.863,0.301,2.53716166579227e-32,"CD52"
"B_Plasma_like__B_harmony_patient__0",2.7458255535232e-19,2.07797828524603,0.458,0.107,5.05012235803987e-15,"CLEC2D"
"B_Plasma_like__B_harmony_patient__0",4.19713765053229e-21,2.07359985899692,0.519,0.136,7.71937556685899e-17,"SAMD9L"
"B_Plasma_like__B_harmony_patient__0",9.02873641135066e-33,2.05348255991868,0.87,0.317,1.66056520077561e-28,"TSC22D3"
"B_Plasma_like__B_harmony_patient__0",2.90892416144292e-11,2.02654509370227,0.29,0.072,5.35009331772581e-07,"SWAP70"
"B_Plasma_like__B_harmony_patient__1",3.40529655309376e-39,10.4718477198224,0.359,0,6.26302142045004e-35,"CLEC9A"
