cluster,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
"B_Plasma_like__B_harmony_sample__0",3.3791233660989e-84,6.26402595784815,0.254,0.007,1.13329039452225e-79,"LINC01781"
"B_Plasma_like__B_harmony_sample__0",2.35242909043237e-113,5.62051510652951,0.332,0.007,7.8895766834921e-109,"BANK1"
"B_Plasma_like__B_harmony_sample__0",2.91851166879469e-96,5.38891794751744,0.296,0.01,9.78810443480363e-92,"ARHGAP24"
"B_Plasma_like__B_harmony_sample__0",3.62804291279206e-118,5.00157506773123,0.366,0.015,1.2167730320922e-113,"TNFRSF13C"
"B_Plasma_like__B_harmony_sample__0",6.87253226214063e-64,4.52668480906003,0.21,0.009,2.30490987007672e-59,"LY86"
"B_Plasma_like__B_harmony_sample__0",3.84056618564558e-65,4.2180578995545,0.234,0.016,1.28804908734182e-60,"ADAM28"
"B_Plasma_like__B_harmony_sample__0",1.60332904717936e-57,4.2024417496538,0.204,0.013,5.37724495843013e-53,"MARCH1"
"B_Plasma_like__B_harmony_sample__0",2.57632796473052e-175,4.18052801969564,0.547,0.03,8.64048872811322e-171,"MS4A1"
"B_Plasma_like__B_harmony_sample__0",4.29025276193785e-94,4.08162283497948,0.329,0.024,1.43886497129872e-89,"VPREB3"
"B_Plasma_like__B_harmony_sample__0",7.16691406248789e-120,3.45403408859916,0.506,0.076,2.40363963827719e-115,"CD83"
"B_Plasma_like__B_harmony_sample__0",4.17633889037771e-225,3.36261335861256,0.836,0.172,1.40066053705488e-220,"CD79A"
"B_Plasma_like__B_harmony_sample__0",1.34244418413319e-86,3.26167224900751,0.348,0.038,4.5022893047459e-82,"SMIM14"
"B_Plasma_like__B_harmony_sample__0",2.96697520257507e-43,2.87545420628469,0.218,0.034,9.95064143439628e-39,"ORAI2"
"B_Plasma_like__B_harmony_sample__0",1.56972775549771e-59,2.83881456656828,0.263,0.032,5.26455294638823e-55,"IRF8"
"B_Plasma_like__B_harmony_sample__0",1.72947605636996e-49,2.80416978677461,0.227,0.03,5.80031679785358e-45,"CHPT1"
"B_Plasma_like__B_harmony_sample__0",5.73287895593122e-68,2.71931384069734,0.359,0.068,1.92269294424021e-63,"CD55"
"B_Plasma_like__B_harmony_sample__0",2.99616283654274e-56,2.71542360678735,0.288,0.049,1.0048530921197e-51,"MEF2C"
"B_Plasma_like__B_harmony_sample__0",1.50458429156922e-37,2.68741300138839,0.209,0.039,5.04607479706484e-33,"INPP5D"
"B_Plasma_like__B_harmony_sample__0",1.1138035779766e-50,2.57712668387874,0.285,0.057,3.73547443981792e-46,"HLA-DQA2"
"B_Plasma_like__B_harmony_sample__0",3.82191506836641e-67,2.55340463635546,0.354,0.066,1.28179387562873e-62,"CD79B"
"B_Plasma_like__B_harmony_sample__1",6.06830119401305e-39,3.82857899423972,0.648,0.448,2.0351868544481e-34,"IGLC3"
"B_Plasma_like__B_harmony_sample__1",1.62469645922768e-116,3.43700748595665,0.598,0.153,5.44890698495778e-112,"IGHGP"
"B_Plasma_like__B_harmony_sample__1",1.92361851753184e-64,3.39364801787664,0.38,0.089,6.45143178409829e-60,"IGHG2"
"B_Plasma_like__B_harmony_sample__1",3.02032594501527e-116,3.26924341133104,0.975,0.912,1.01295691543922e-111,"IGKC"
"B_Plasma_like__B_harmony_sample__1",1.92808949196009e-214,3.22076174926303,0.951,0.49,6.46642653813577e-210,"IGHG1"
"B_Plasma_like__B_harmony_sample__1",3.03640812447873e-35,3.13894165841811,0.846,0.752,1.01835055678768e-30,"IGLC2"
"B_Plasma_like__B_harmony_sample__1",7.71871335805185e-190,2.97980945276588,0.948,0.522,2.58870208602343e-185,"IGHG3"
"B_Plasma_like__B_harmony_sample__1",9.94272052251077e-133,2.59619304007394,0.848,0.453,3.33458960883966e-128,"IGHG4"
"B_Plasma_like__B_harmony_sample__1",2.01938890757468e-109,2.19876486587405,0.69,0.239,6.77262651822395e-105,"MZB1"
"B_Plasma_like__B_harmony_sample__1",3.04628410648532e-34,2.05864029987479,0.305,0.101,1.02166276363305e-29,"FKBP11"
"B_Plasma_like__B_harmony_sample__1",3.48453194354831e-39,2.02366064894174,0.37,0.135,1.16864232322723e-34,"PRDX4"
"B_Plasma_like__B_harmony_sample__1",5.89796587942389e-35,1.9624645339615,0.323,0.111,1.97805979664118e-30,"DERL3"
"B_Plasma_like__B_harmony_sample__1",6.50452649027579e-98,1.91646922519694,0.747,0.401,2.1814880943087e-93,"SSR4"
"B_Plasma_like__B_harmony_sample__1",1.99024714435915e-24,1.68651831990421,0.444,0.259,6.67489087275173e-20,"JCHAIN"
"B_Plasma_like__B_harmony_sample__1",2.37190260895167e-30,1.35240166520192,0.404,0.183,7.9548869699021e-26,"XBP1"
"B_Plasma_like__B_harmony_sample__1",1.57939949641193e-11,1.22576010916119,0.271,0.155,5.29699003106633e-07,"SEC11C"
"B_Plasma_like__B_harmony_sample__1",4.28736629768038e-10,0.983038360511322,0.345,0.249,1.43789690891605e-05,"HES1"
"B_Plasma_like__B_harmony_sample__1",5.51646980371505e-08,0.910442430666481,0.308,0.211,0.00185011364276995,"FKBP2"
"B_Plasma_like__B_harmony_sample__1",1.18281172516695e-05,0.801252735270332,0.353,0.288,0.39669139638649,"SLPI"
"B_Plasma_like__B_harmony_sample__1",0.00338064721609201,0.707517156913203,0.236,0.194,1,"RARRES2"
"B_Plasma_like__B_harmony_sample__2",4.54758297937165e-164,5.06677145530494,0.506,0.031,1.52516837962166e-159,"GZMK"
"B_Plasma_like__B_harmony_sample__2",3.02629544825614e-78,4.83712044790303,0.262,0.017,1.01495896743615e-73,"CD8A"
"B_Plasma_like__B_harmony_sample__2",1.09317314778706e-73,4.77417919113359,0.236,0.012,3.66628410304825e-69,"CD8B"
