cluster,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
"B_Plasma_like__B_harmony_sample__0",3.3791233660989e-84,6.26402595784815,0.254,0.007,1.13329039452225e-79,"LINC01781"
"B_Plasma_like__B_harmony_sample__0",2.35242909043237e-113,5.62051510652951,0.332,0.007,7.8895766834921e-109,"BANK1"
"B_Plasma_like__B_harmony_sample__0",2.91851166879469e-96,5.38891794751744,0.296,0.01,9.78810443480363e-92,"ARHGAP24"
"B_Plasma_like__B_harmony_sample__0",3.62804291279206e-118,5.00157506773123,0.366,0.015,1.2167730320922e-113,"TNFRSF13C"
"B_Plasma_like__B_harmony_sample__0",6.87253226214063e-64,4.52668480906003,0.21,0.009,2.30490987007672e-59,"LY86"
"B_Plasma_like__B_harmony_sample__0",3.84056618564558e-65,4.2180578995545,0.234,0.016,1.28804908734182e-60,"ADAM28"
"B_Plasma_like__B_harmony_sample__0",1.60332904717936e-57,4.2024417496538,0.204,0.013,5.37724495843013e-53,"MARCH1"
"B_Plasma_like__B_harmony_sample__0",2.57632796473052e-175,4.18052801969564,0.547,0.03,8.64048872811322e-171,"MS4A1"
"B_Plasma_like__B_harmony_sample__0",4.29025276193785e-94,4.08162283497948,0.329,0.024,1.43886497129872e-89,"VPREB3"
"B_Plasma_like__B_harmony_sample__0",7.16691406248789e-120,3.45403408859916,0.506,0.076,2.40363963827719e-115,"CD83"
"B_Plasma_like__B_harmony_sample__0",4.17633889037771e-225,3.36261335861256,0.836,0.172,1.40066053705488e-220,"CD79A"
"B_Plasma_like__B_harmony_sample__0",1.34244418413319e-86,3.26167224900751,0.348,0.038,4.5022893047459e-82,"SMIM14"
"B_Plasma_like__B_harmony_sample__0",2.96697520257507e-43,2.87545420628469,0.218,0.034,9.95064143439628e-39,"ORAI2"
"B_Plasma_like__B_harmony_sample__0",1.56972775549771e-59,2.83881456656828,0.263,0.032,5.26455294638823e-55,"IRF8"
"B_Plasma_like__B_harmony_sample__0",1.72947605636996e-49,2.80416978677461,0.227,0.03,5.80031679785358e-45,"CHPT1"
"B_Plasma_like__B_harmony_sample__0",5.73287895593122e-68,2.71931384069734,0.359,0.068,1.92269294424021e-63,"CD55"
"B_Plasma_like__B_harmony_sample__0",2.99616283654274e-56,2.71542360678735,0.288,0.049,1.0048530921197e-51,"MEF2C"
"B_Plasma_like__B_harmony_sample__0",1.50458429156922e-37,2.68741300138839,0.209,0.039,5.04607479706484e-33,"INPP5D"
"B_Plasma_like__B_harmony_sample__0",1.1138035779766e-50,2.57712668387874,0.285,0.057,3.73547443981792e-46,"HLA-DQA2"
"B_Plasma_like__B_harmony_sample__0",3.82191506836641e-67,2.55340463635546,0.354,0.066,1.28179387562873e-62,"CD79B"
"B_Plasma_like__B_harmony_sample__0",6.16714631473661e-40,2.52247458537381,0.224,0.042,2.06833753103636e-35,"POU2F2"
"B_Plasma_like__B_harmony_sample__0",7.07596434797995e-42,2.51199405858116,0.222,0.038,2.37313692302551e-37,"BASP1"
"B_Plasma_like__B_harmony_sample__0",4.09694647388324e-127,2.34124576180524,0.743,0.23,1.37403390841096e-122,"HLA-DQB1"
"B_Plasma_like__B_harmony_sample__0",2.00330713288028e-51,2.34008107465516,0.315,0.07,6.71869146225389e-47,"HLA-DMB"
"B_Plasma_like__B_harmony_sample__0",3.17530151601667e-38,2.32917312528145,0.248,0.057,1.06493262244167e-33,"ALG13"
"B_Plasma_like__B_harmony_sample__0",1.29388534034432e-199,2.17837236753588,0.985,0.579,4.33943265444679e-195,"HLA-DRA"
"B_Plasma_like__B_harmony_sample__0",5.22934128375536e-36,2.1637107760885,0.237,0.055,1.75381647974587e-31,"IFT57"
"B_Plasma_like__B_harmony_sample__0",5.10227907713522e-32,2.1582847591035,0.222,0.055,1.71120235688961e-27,"DRAM2"
"B_Plasma_like__B_harmony_sample__0",4.42636437756501e-29,2.10430715101637,0.21,0.054,1.48451408494775e-24,"SC5D"
"B_Plasma_like__B_harmony_sample__0",6.23841557832275e-232,2.08413630956487,0.998,0.825,2.09223981665788e-227,"CD74"
"B_Plasma_like__B_harmony_sample__0",1.54631981141434e-30,2.06179124307123,0.222,0.057,5.1860473835214e-26,"RBM38"
"B_Plasma_like__B_harmony_sample__0",8.68958237209699e-36,2.03910177571956,0.255,0.065,2.91431213595389e-31,"TMEM243"
"B_Plasma_like__B_harmony_sample__0",3.82324806575438e-113,2.00482738286442,0.766,0.298,1.28224093629271e-108,"LAPTM5"
"B_Plasma_like__B_harmony_sample__0",7.40021774487557e-28,1.98165151956405,0.218,0.06,2.48188502727637e-23,"MAP3K8"
"B_Plasma_like__B_harmony_sample__0",1.36605244052486e-26,1.92458347536457,0.207,0.057,4.58146667503228e-22,"NR4A1"
"B_Plasma_like__B_harmony_sample__0",1.74436724760057e-126,1.91051199166208,0.841,0.359,5.8502588750028e-122,"CD37"
"B_Plasma_like__B_harmony_sample__0",5.79938503374503e-33,1.897690225107,0.272,0.08,1.94499775261741e-28,"SELL"
"B_Plasma_like__B_harmony_sample__0",6.52469280080273e-41,1.89522632312182,0.323,0.094,2.18825147153322e-36,"SMAP2"
"B_Plasma_like__B_harmony_sample__0",9.27635601617555e-47,1.89128347752108,0.432,0.155,3.11110428070496e-42,"CD69"
"B_Plasma_like__B_harmony_sample__0",5.43465433020372e-31,1.88839310397456,0.246,0.07,1.82267436926372e-26,"WDR74"
"B_Plasma_like__B_harmony_sample__0",8.15520079741145e-26,1.88421833941001,0.225,0.069,2.73509124343585e-21,"VPS37B"
"B_Plasma_like__B_harmony_sample__0",1.31186371132276e-31,1.87062225357467,0.233,0.06,4.39972851503428e-27,"SNX2"
