"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,3.90258565137208,0.321,0.025,0,"1","PKIB"
0,3.70674840386941,0.459,0.048,0,"1","MS4A4A"
0,3.64286672129561,0.602,0.08,0,"1","C15orf48"
0,3.61205888273357,0.915,0.423,0,"1","SPP1"
0,3.59902427475321,0.231,0.025,0,"1","SDS"
0,3.52979597647963,0.683,0.105,0,"1","MS4A6A"
0,3.47288930842561,0.329,0.039,0,"1","IFI30"
0,3.46675439797081,0.226,0.031,0,"1","CCL20"
0,3.36691058839139,0.275,0.029,0,"1","MARCH1"
0,3.35539878220888,0.457,0.075,0,"1","G0S2"
1.90929154027824e-279,3.33769212030059,0.221,0.053,6.40338196778515e-275,"1","CXCL10"
0,3.30670670728598,0.444,0.067,0,"1","TREM2"
0,3.28470715013916,0.209,0.024,0,"1","NLRP3"
0,3.2763360064786,0.307,0.035,0,"1","CALHM6"
0,3.25551848300492,0.57,0.079,0,"1","SPI1"
0,3.25223242040136,0.409,0.051,0,"1","LILRB4"
0,3.23683098619143,0.621,0.117,0,"1","C1QC"
0,3.19445503194747,0.387,0.054,0,"1","FCGR1A"
0,3.17828212116112,0.317,0.043,0,"1","MNDA"
0,3.15230106463318,0.246,0.031,0,"1","IL18"
0,3.12263687680497,0.511,0.075,0,"1","OLR1"
0,3.10932735514728,0.461,0.116,0,"1","CCL3L1"
0,3.10373231131179,0.36,0.047,0,"1","CYBB"
0,3.08158119513443,0.218,0.031,0,"1","GK"
0,3.07995256472178,0.837,0.346,0,"1","C1QB"
0,3.07274850772443,0.272,0.037,0,"1","IGSF6"
0,3.06900528993108,0.246,0.036,0,"1","MSR1"
0,3.05787100621319,0.856,0.34,0,"1","C1QA"
0,3.05321118757565,0.221,0.035,0,"1","THBD"
0,3.02332994278498,0.261,0.041,0,"1","PHACTR1"
0,3.0203336861601,0.217,0.037,0,"1","CH25H"
0,2.98683679907298,0.218,0.039,0,"1","FNIP2"
0,2.93888560958019,0.367,0.056,0,"1","PLEK"
0,2.92986762234611,0.808,0.376,0,"1","APOE"
0,2.87447163347812,0.528,0.084,0,"1","MS4A7"
0,2.85345593629401,0.286,0.051,0,"1","IL4I1"
0,2.85068652303496,0.443,0.11,0,"1","CXCL8"
0,2.84738308539083,0.291,0.045,0,"1","CD86"
0,2.81432464583063,0.696,0.144,0,"1","C1orf162"
0,2.81141042696452,0.458,0.08,0,"1","RNASE6"
0,2.81068533434511,0.331,0.05,0,"1","LY86"
0,2.80970662400137,0.366,0.086,0,"1","INSIG1"
0,2.80748154053537,0.331,0.06,0,"1","VSIG4"
0,2.79739463662853,0.2,0.033,0,"1","FPR1"
0,2.79552382183678,0.672,0.249,0,"1","CCL3"
0,2.79241563196366,0.232,0.034,0,"1","CD300A"
0,2.77128782025032,0.218,0.038,0,"1","MXD1"
0,2.76838257340679,0.476,0.083,0,"1","SERPINA1"
0,2.76106507135186,0.647,0.16,0,"1","CD14"
0,2.72431812379887,0.839,0.312,0,"1","HLA-DQB1"
0,2.72243682836372,0.27,0.045,0,"1","ADAP2"
0,2.71142811211933,0.275,0.045,0,"1","CLEC7A"
0,2.70300339144422,0.268,0.048,0,"1","LYN"
0,2.69900731860047,0.212,0.036,0,"1","SDSL"
0,2.68993820157292,0.239,0.043,0,"1","RB1"
0,2.64554412025153,0.384,0.075,0,"1","IL1B"
0,2.61732955571914,0.826,0.273,0,"1","TYMP"
0,2.61538758324995,0.223,0.044,0,"1","SLC11A1"
0,2.61237437418748,0.352,0.074,0,"1","NR4A3"
0,2.61087527912506,0.677,0.157,0,"1","LYZ"
0,2.60628834030477,0.856,0.243,0,"1","FCER1G"
0,2.60545945126315,0.263,0.047,0,"1","C3AR1"
0,2.59798883436235,0.227,0.039,0,"1","LAIR1"
0,2.59715850134185,0.475,0.146,0,"1","CTSL"
0,2.59505886142968,0.572,0.142,0,"1","CTSH"
0,2.58361393985524,0.42,0.083,0,"1","BCL2A1"
0,2.57434547083764,0.565,0.141,0,"1","AP1S2"
0,2.57108511366941,0.567,0.123,0,"1","SGK1"
0,2.55855350661836,0.431,0.09,0,"1","TNFSF13B"
0,2.54648824137582,0.977,0.658,0,"1","HLA-DRA"
0,2.5442803639288,0.416,0.093,0,"1","IFNGR2"
0,2.54336353436812,0.516,0.113,0,"1","HLA-DMB"
0,2.52064875881057,0.636,0.177,0,"1","PLAUR"
0,2.51034810896539,0.239,0.047,0,"1","RASSF4"
0,2.50414790177113,0.741,0.251,0,"1","HLA-DQA1"
0,2.50217489291937,0.926,0.447,0,"1","NPC2"
0,2.50125575445006,0.613,0.259,0,"1","RNASE1"
0,2.49791606027436,0.351,0.077,0,"1","FGL2"
0,2.49331606013987,0.937,0.545,0,"1","HLA-DRB1"
0,2.47932181999359,0.797,0.269,0,"1","HLA-DRB5"
0,2.46244324230606,0.316,0.065,0,"1","ATP6V1B2"
0,2.44509091444236,0.305,0.056,0,"1","FCGR2B"
8.22504171502369e-275,2.43454848218761,0.2,0.044,2.75851449038464e-270,"1","GNB4"
0,2.42224870014316,0.333,0.08,0,"1","KCTD12"
0,2.41685666033713,0.705,0.204,0,"1","HLA-DMA"
0,2.41380333005596,0.299,0.07,0,"1","MFSD1"
5.78378454998882e-305,2.41264729565462,0.245,0.06,1.93976566237525e-300,"1","CPVL"
3.21761999751404e-298,2.40774665547427,0.229,0.053,1.07912539476626e-293,"1","ETS2"
0,2.4063217802776,0.473,0.122,0,"1","CXCL2"
0,2.40172658210642,0.79,0.182,0,"1","AIF1"
3.30741654587212e-311,2.38526090135898,0.294,0.083,1.10924136115459e-306,"1","CXCL3"
0,2.33747731696194,0.894,0.515,0,"1","HLA-DPB1"
0,2.32252053093727,0.232,0.045,0,"1","GCA"
0,2.3217628431157,0.246,0.051,0,"1","CSF1R"
0,2.32117662622297,0.221,0.039,0,"1","LAT2"
7.23192583882797e-278,2.31435292045519,0.215,0.05,2.42544328782613e-273,"1","RASGEF1B"
0,2.31210642060734,0.476,0.113,0,"1","CD68"
0,2.30684702704492,0.774,0.278,0,"1","GRN"
0,2.28844882167002,0.373,0.077,0,"1","FCGR2A"
0,2.28167492287089,0.492,0.107,0,"1","FCGR3A"
0,4.85731135280829,0.204,0.008,0,"10","CLDN11"
0,4.63104415659084,0.204,0.01,0,"10","CALB2"
0,4.07800250981435,0.657,0.178,0,"10","MMP11"
0,3.96355660320618,0.235,0.01,0,"10","DES"
0,3.94689757271934,0.267,0.019,0,"10","STEAP1"
0,3.85692760874835,0.365,0.024,0,"10","EGFL6"
0,3.84117747946216,0.59,0.088,0,"10","PLAU"
0,3.82246002957703,0.881,0.188,0,"10","CTHRC1"
0,3.77774035295017,0.778,0.09,0,"10","MEG3"
0,3.77432079017839,0.229,0.018,0,"10","BICC1"
0,3.75813008040252,0.255,0.019,0,"10","PDGFRA"
0,3.68396116319285,0.549,0.055,0,"10","FAP"
0,3.59948861471298,0.27,0.019,0,"10","SNAI2"
0,3.5574680010178,0.421,0.043,0,"10","SLC12A8"
0,3.51841593509867,0.386,0.039,0,"10","GAS1"
0,3.40343502366416,0.477,0.054,0,"10","SULF1"
0,3.30752187649972,0.42,0.048,0,"10","CDH11"
0,3.29637815094459,0.278,0.028,0,"10","GLT8D2"
0,3.26267344355071,0.281,0.027,0,"10","BNC2"
0,3.21579739078794,0.572,0.07,0,"10","PDPN"
0,3.19359647180032,0.987,0.333,0,"10","COL3A1"
0,3.17631422241669,0.74,0.113,0,"10","COL5A2"
0,3.1660922130018,0.478,0.069,0,"10","GJB2"
0,3.16595559212957,0.478,0.073,0,"10","POSTN"
7.25279874216274e-300,3.13765650845079,0.246,0.024,2.43244364214654e-295,"10","EFEMP1"
0,3.12360852128872,0.87,0.309,0,"10","LUM"
9.43799963605711e-303,3.09726001262125,0.338,0.046,3.16531631794083e-298,"10","NUAK1"
0,3.06629733985139,0.582,0.086,0,"10","PDLIM3"
0,3.05874414730564,0.326,0.039,0,"10","DDR2"
0,3.05616129898616,0.503,0.07,0,"10","ANTXR1"
0,3.05035380606728,0.453,0.07,0,"10","PLAT"
7.03547697466871e-188,3.0214995192773,0.344,0.072,2.35955826776439e-183,"10","SFRP4"
0,3.00159017131717,0.497,0.067,0,"10","LXN"
3.73832570331204e-282,2.9836725884703,0.293,0.037,1.25375967437679e-277,"10","PTGIS"
0,2.9799730318754,0.441,0.054,0,"10","ENAH"
1.63375055991598e-189,2.97527834020847,0.249,0.039,5.4792726278462e-185,"10","RIN2"
2.60362396619188e-199,2.96447771215485,0.2,0.024,8.73203405781433e-195,"10","APCDD1"
0,2.96166265400345,0.842,0.163,0,"10","MMP2"
1.93442606493876e-314,2.94902170889235,0.351,0.048,6.48767813659163e-310,"10","PDGFRL"
2.153211024538e-306,2.91087542789124,0.3,0.036,7.22143913409553e-302,"10","TPBG"
0,2.86221391649399,0.819,0.177,0,"10","C1S"
0,2.8476982473049,0.915,0.224,0,"10","DCN"
8.23082053525681e-239,2.84217287422833,0.255,0.033,2.76045259111443e-234,"10","DCBLD2"
0,2.83973549397824,0.396,0.048,0,"10","CFI"
2.5751737320568e-235,2.82337253120231,0.395,0.078,8.63661766257209e-231,"10","IGF1"
1.232994169818e-300,2.82301153199041,0.527,0.112,4.13521584673562e-296,"10","FBLN1"
9.89542310994916e-249,2.82300851171355,0.233,0.026,3.31872700261475e-244,"10","CPXM1"
0,2.79833530680579,0.855,0.178,0,"10","VCAN"
0,2.79281177686904,0.635,0.115,0,"10","MMP14"
2.1711273678454e-287,2.79064564646088,0.321,0.044,7.28152696627991e-283,"10","FKBP7"
1.46567227671233e-188,2.78175357118507,0.256,0.041,4.91557168163782e-184,"10","FIBIN"
1.40811874084855e-311,2.77545313336668,0.37,0.054,4.72254863305788e-307,"10","KDELR3"
0,2.77335837171946,0.45,0.066,0,"10","RHOBTB3"
0,2.76577754461763,0.518,0.079,0,"10","KCNQ1OT1"
1.66599457506594e-186,2.74575473700529,0.214,0.029,5.58741260585616e-182,"10","NKD2"
3.89852429834876e-195,2.7315467105725,0.231,0.033,1.30748707918021e-190,"10","PCDH7"
0,2.71824004930603,0.687,0.118,0,"10","COL8A1"
